Id;Address;Longitude;Latitude;CenterDistance;Station;StationDistance;District;Cena;LnCena;CenaM;Nkomnat;Elit;PlOb;LnPlOb;PlZ;LnPlZ;PlK;LnPlK;ketaz;Type;God;Tel;Bal
258;Мазурова, 18;27,426185;53,896326;8909;Каменная Горка;1358;Фрунзенский;78000;11,2644641057;1114;2;0;70;4,248495242;36;3,5835189385;12;2,4849066498;0;0;2003;1;1
259;пр-т Независимости, 183/3;27,69003;53,946811;9738;Уручье;207;Первомайский;110000;11,6082356448;1565;2;2;70,3;4,2527717988;36,2;3,5890591188;15,2;2,7212954279;0;1;2008;1;1
260;Маяковского, 152;27,568371;53,86878;3746;Институт Культуры;2656;Ленинский;90000;11,4075649493;1475;2;2;61;4,1108738642;37;3,6109179126;8;2,0794415417;1;1;1982;1;1
261;Некрасова, 33;27,584046;53,932521;3661;Академия наук;1517;Советский;82000;11,3144745262;1302;3;2;63;4,1431347264;37;3,6109179126;9;2,1972245773;1;0;1982;1;1
262;Гуртьева, 12;27,740614;53,958128;13240;Уручье;3733;Первомайский;60000;11,0020998412;1119;2;2;53,6;3,9815490681;37,6;3,6270040504;6,2;1,8245492921;0;0;1968;1;1
263;Я.Купалы,11;27,568443;53,902061;431;Октябрьская;427;Ленинский;160000;11,9829290942;2857;2;2;56;4,0253516907;38;3,6375861597;6,5;1,8718021769;0;1;1960;1;0
264;Я.Купалы, 11;27,568443;53,902061;431;Октябрьская;427;Ленинский;160000;11,9829290942;2857;2;2;56;4,0253516907;38;3,6375861597;6,5;1,8718021769;0;1;1960;1;0
265;Могилевская, 4/1;27,5394;53,882741;2622;Институт Культуры;373;Октябрьский;88000;11,3850920935;1333;3;2;66;4,189654742;38;3,6375861597;9;2,1972245773;0;0;1985;1;1
266;Гамарника, 16/а;27,61423;53,957053;6985;Московская;3333;Советский;98000;11,4927227577;1307;2;2;75;4,3174881135;38;3,6375861597;10,4;2,3418058061;0;0;2010;0;1
267;Киселева, 49;27,5629;53,914176;1324;Площадь Победы;976;Центральный;86500;11,3678996929;1573;2;2;55;4,0073331852;38;3,6375861597;5,5;1,7047480922;1;1;1949;1;0
268;Берестянская, 2;27,586337;53,904819;1627;Площадь Победы;877;Партизанский;114000;11,6439537274;1900;2;2;60;4,0943445622;39;3,6635616461;8;2,0794415417;0;1;1960;1;1
269;Клумова, 5;27,601806;53,890001;2949;Тракторный завод;821;Ленинский;98000;11,4927227577;1361;3;2;72;4,276666119;40;3,6888794541;10;2,302585093;1;1;1951;1;0
270;Чкалова, 9/2;27,536624;53,877327;3228;Институт Культуры;1000;Октябрьский;100000;11,512925465;1515;3;2;66;4,189654742;40;3,6888794541;9;2,1972245773;0;1;1979;1;1
271;Козлова, 6;27,581881;53,908167;1465;Площадь Победы;450;Партизанский;140000;11,8493977016;1867;3;2;75;4,3174881135;40;3,6888794541;11;2,3978952728;1;1;1959;1;0
272;Восточная, 64;27,600998;53,941787;5083;Парк Челюскинцев;2101;Советский;90000;11,4075649493;1385;3;2;65;4,1743872699;40;3,6888794541;9;2,1972245773;0;1;1987;1;1
273;П.Панченко, 64;27,554914;53,906077;621;Немига;71;Фрунзенский;71000;11,170435156;1268;2;0;56;4,0253516907;40;3,6888794541;9;2,1972245773;0;0;2009;0;1
274;Гвардейская, 10;27,531782;53,913794;2349;Молодёжная;968;Центральный;340000;12,7367008966;4742;2;2;71,7;4,2724907476;40;3,6888794541;11;2,3978952728;0;1;1900;1;1
275;Ландера, 72;27,49187;53,843623;7970;Институт Культуры;5686;Октябрьский;57000;10,9508065468;983;3;2;58;4,0604430105;41;3,7135720667;6;1,7917594692;1;0;1970;1;1
276;Мельникайте, 16;27,545006;53,909604;1372;Фрунзенская;597;Центральный;125000;11,7360690163;1894;3;2;66;4,189654742;41;3,7135720667;8,4;2,1282317058;0;1;1900;0;0
277;Я.Коласа, 52;27,606127;53,937541;4873;Парк Челюскинцев;1543;Первомайский;79000;11,2772031314;1339;3;2;59;4,0775374439;41;3,7135720667;8;2,0794415417;0;0;1970;1;0
278;Сухаревская, 34;27,434351;53,889423;8471;Каменная Горка;1920;Фрунзенский;79000;11,2772031314;1152;3;0;68,6;4,2282925347;41,9;3,7352858269;7,2;1,974081026;0;0;1994;0;1
279;Лазо, 10;27,659298;53,869131;7368;Автозаводская;734;Заводской;62500;11,0429218357;1030;3;2;61;4,1108738642;42;3,7376696183;8,6;2,1517622033;1;1;1900;1;1
280;пр-т Независимости, 69;27,595859;53,921351;3073;Академия наук;223;Советский;250000;12,4292161968;3472;3;2;72;4,276666119;42;3,7376696183;10;2,302585093;1;1;1949;1;1
281;Сторожевская, 8;27,555444;53,912951;1259;Немига;808;Центральный;185000;12,1281111041;2534;3;2;73;4,2904594411;42;3,7376696183;14;2,6390573296;0;1;1987;1;0
282;Парковая, 3/а;27,808553;53,818684;18645;Могилёвская;10040;Центральный;125000;11,7360690163;1603;3;2;78;4,3567088267;42;3,7376696183;9,6;2,2617630985;0;0;2006;1;0
283;50 лет Победы, 1-2;27,719135;53,946657;11412;Уручье;2061;Первомайский;82000;11,3144745262;1262;3;2;65;4,1743872699;42,2;3,742420221;7,2;1,974081026;0;0;1995;1;1
284;Кирова, 19;27,559037;53,897249;589;Купаловская;432;Ленинский;125000;11,7360690163;1786;3;2;70;4,248495242;43;3,7612001157;8;2,0794415417;1;1;1928;1;0
285;Первомайская, 20/3;27,576896;53,899674;1025;Первомайская;761;Партизанский;160000;11,9829290942;2353;3;2;68;4,2195077052;43;3,7612001157;9;2,1972245773;0;1;1980;1;1
286;Стариновская, 4;27,696668;53,943626;9946;Уручье;626;Первомайский;90000;11,4075649493;1406;3;2;64;4,1588830834;43;3,7612001157;7;1,9459101491;0;0;1990;1;1
287;Городецкая, 2;27,689859;53,951336;9993;Уручье;657;Первомайский;80000;11,2897819137;1231;3;2;65;4,1743872699;43;3,7612001157;7,2;1,974081026;1;0;1990;0;1
288;Мирошниченко, 10/1;27,614886;53,958044;7102;Московская;3429;Советский;85000;11,3504065355;1349;3;2;63;4,1431347264;43;3,7612001157;7;1,9459101491;0;0;1980;1;1
289;Некрасова, 28;27,585924;53,935156;3979;Академия наук;1685;Советский;133000;11,7981044072;1956;3;2;68;4,2195077052;43;3,7612001157;9;2,1972245773;0;1;1900;0;0
290;Лобанка, 89;27,43259;53,884891;8683;Каменная Горка;2433;Фрунзенский;77000;11,2515607008;1203;3;0;64;4,1588830834;43;3,7612001157;7;1,9459101491;0;0;1993;1;1
291;Матусевича, 11;27,484612;53,914245;5229;Спортивная;706;Фрунзенский;68000;11,1272629842;1147;3;0;59,3;4,082609306;43;3,7612001157;6;1,7917594692;0;0;1970;1;0
292;Сухаревская, 8;27,439382;53,88427;8267;Каменная Горка;2485;Фрунзенский;75000;11,2252433925;1190;3;0;63;4,1431347264;43;3,7612001157;7;1,9459101491;0;0;1993;1;1
293;Лещинского, 17;27,451168;53,909981;7298;Кунцевщина;485;Фрунзенский;75000;11,2252433925;1119;3;0;67;4,2046926194;43;3,7612001157;7;1,9459101491;0;0;1989;1;1
294;Радужная, 8/2;27,496299;53,933269;5503;Пушкинская;2650;Центральный;90000;11,4075649493;1406;3;2;64;4,1588830834;43;3,7612001157;7;1,9459101491;0;0;1986;1;1
295;Есенина, 55;27,440226;53,856233;9470;Каменная Горка;5600;Московский;75000;11,2252433925;1192;3;2;62,9;4,1415461637;43,2;3,7658404953;9,2;2,2192034841;0;0;1997;1;1
296;Широкая, 38;27,602659;53,949725;5910;Московская;2901;Советский;109000;11,5991031612;1535;3;2;71;4,262679877;43,3;3,768152635;9,05;2,2027647577;0;0;1900;1;1
297;Алибегова, 3;27,482052;53,870458;6311;Институт Культуры;4194;Московский;82500;11,3205535723;1307;3;2;63,13;4,1451960924;43,41;3,7706898293;7,11;1,9615022438;0;0;1978;1;1
298;М.Богдановича, 55;27,561499;53,918577;1812;Площадь Победы;1372;Советский;95000;11,4616321706;1498;3;2;63,42;4,1497792691;43,57;3,7743688401;7,23;1,9782390362;0;0;1979;1;1
299;М.Лынькова, 23/а;27,554914;53,906077;621;Немига;71;Фрунзенский;89000;11,3963916487;1249;3;0;72;4,276666119;43,8;3,7796338174;9,32;2,2321626287;0;0;1978;1;1
300;Балтийская, 4;27,561732;53,859594;4743;Институт Культуры;3257;Ленинский;89000;11,3963916487;1203;3;2;74;4,3040650932;44;3,7841896339;10;2,302585093;0;0;2010;1;1
301;Кунцевщина, 48;27,437522;53,915125;8264;Каменная Горка;947;Фрунзенский;86000;11,3621025752;1344;3;0;64;4,1588830834;44;3,7841896339;7;1,9459101491;0;0;1998;1;1
302;Колесникова, 10;27,438016;53,918291;8300;Каменная Горка;1300;Фрунзенский;99900;11,5119249646;1388;3;0;72;4,276666119;44;3,7841896339;11,5;2,4423470354;0;0;2001;1;1
303;Харьковская, 58;27,513493;53,900326;3175;Молодёжная;956;Фрунзенский;105000;11,5617156291;1265;3;0;83;4,4188406078;44;3,7841896339;12;2,4849066498;0;1;2007;0;1
304;Притыцкого, 87;27,44779;53,905668;7478;Кунцевщина;423;Фрунзенский;110000;11,6082356448;1163;3;0;94,6;4,5496574761;44,5;3,7954891892;13;2,5649493575;1;0;2009;0;1
305;Немига, 42;27,541996;53,899488;1338;Фрунзенская;681;Московский;179000;12,0951410848;2238;3;2;80;4,3820266347;44,8;3,8022081394;14,1;2,6461747974;0;0;2006;0;0
306;Есенина, 85;27,4424;53,860263;9113;Кунцевщина;5142;Московский;50000;10,8197782844;877;1;2;57;4,0430512678;45;3,8066624898;9;2,1972245773;0;0;1987;1;1
307;Есенина, 143;27,428827;53,864437;9676;Каменная Горка;4719;Московский;94700;11,4584692792;1334;3;2;71;4,262679877;45;3,8066624898;10;2,302585093;0;0;2000;1;1
308;Казинца, 122;27,50283;53,840829;7848;Институт Культуры;5595;Октябрьский;53000;10,8780471925;1000;2;2;53;3,9702919136;45;3,8066624898;7,5;2,0149030205;0;1;1985;1;0
309;Кальварийская, 5;27,536705;53,905334;1682;Фрунзенская;171;Московский;170000;12,043553716;2191;3;2;77,6;4,3515674272;46;3,8286413965;13,5;2,6026896854;0;1;2009;1;1
310;Брестская,  68/2;27,519053;53,853938;6060;Институт Культуры;3832;Октябрьский;95000;11,4616321706;1397;3;2;68;4,2195077052;46;3,8286413965;7;1,9459101491;0;0;1978;1;1
311;Московская, 7;27,539786;53,889359;2037;Институт Культуры;369;Октябрьский;90000;11,4075649493;1200;3;2;75;4,3174881135;46;3,8286413965;7,5;2,0149030205;1;1;1953;1;1
312;Захарова, 56;27,583265;53,898379;1466;Пролетарская;920;Партизанский;145000;11,8844890214;1908;3;2;76;4,3307333403;46;3,8286413965;12;2,4849066498;0;1;1972;1;0
313;Менделеева, 5;27,620716;53,900889;3856;Тракторный завод;1267;Партизанский;72000;11,184421398;1167;3;2;61,7;4,1222839309;46;3,8286413965;6;1,7917594692;1;0;1966;0;0
314;пл. Независимости, 153/1;27,547242;53,895509;1218;Площадь Ленина;228;Первомайский;72500;11,1913418408;1189;3;2;61;4,1108738642;46;3,8286413965;6,2;1,8245492921;1;1;1968;1;0
315;Кропоткина, 114;27,56705;53,925619;2616;Площадь Якуба Коласа;1535;Советский;150000;11,9183905731;1899;3;2;79;4,3694478525;46;3,8286413965;10;2,302585093;0;1;2007;1;1
316;пр-т Пушкина, 3;27,496515;53,896416;4328;Пушкинская;1447;Фрунзенский;74000;11,2118203722;1147;3;0;64,5;4,1666652238;46;3,8286413965;7,5;2,0149030205;0;0;1973;1;1
317;Я.Купалы, 7;27,569727;53,900708;543;Купаловская;525;Ленинский;190000;12,1547793511;2490;3;2;76,32;4,3349350271;46,2;3,8329797981;7,13;1,9643112344;0;1;1969;1;1
318;Одинцова, 3/2;27,459549;53,898427;6713;Кунцевщина;912;Фрунзенский;118000;11,6784399034;1573;3;1;75;4,3174881135;46,8;3,8458832029;9,5;2,2512917986;1;0;2004;1;1
319;Селицкого, 79;27,703289;53,838199;11686;Могилёвская;3251;Заводской;83000;11,3265958868;1078;1;2;77;4,3438054219;47;3,8501476017;10;2,302585093;0;0;2009;0;1
320;Я.Мавра, 30;27,487576;53,901292;4865;Спортивная;899;Фрунзенский;70000;11,156250521;1077;3;0;65;4,1743872699;47;3,8501476017;7;1,9459101491;0;0;1971;1;1
321;40 лет победы, 32;27,576087;53,892532;1428;Первомайская;364;Первомайский;80000;11,2897819137;1000;3;2;80;4,3820266347;47;3,8501476017;11;2,3978952728;1;1;2010;1;1
322;Корженевского, 13;27,497682;53,847071;7438;Институт Культуры;5156;Октябрьский;75000;11,2252433925;1111;3;2;67,5;4,2121275979;47,8;3,8670256395;7,1;1,960094784;1;0;1975;1;1
323;Шамякина, 11;27,423868;53,893508;9088;Каменная Горка;1704;Фрунзенский;103000;11,5424842672;1108;3;0;93;4,5325994932;48;3,8712010109;12;2,4849066498;0;0;2007;1;1
324;Червякова, 64;27,548563;53,930719;3279;Немига;2799;Центральный;125000;11,7360690163;1359;3;2;92;4,521788577;48;3,8712010109;22;3,0910424534;1;0;2008;0;1
325;Одоевского, 107;27,483516;53,901838;5130;Спортивная;742;Фрунзенский;71000;11,170435156;1086;3;0;65,4;4,1805222585;48,2;3,8753590211;7,5;2,0149030205;1;0;1971;1;1
326;Мирошниченко, 12;27,616359;53,959214;7263;Московская;3535;Советский;97000;11,4824662575;1252;4;2;77,5;4,3502779364;48,96;3,8910036382;7,22;1,9768549529;0;0;1980;1;1
327;Грушевская, 91;27,514014;53,881388;3900;Институт Культуры;1801;Московский;120000;11,6952470218;1165;3;2;103;4,6347289882;49;3,8918202981;12;2,4849066498;0;1;2005;0;1
328;К.Чорного, 11;27,603001;53,926457;3804;Академия наук;550;Первомайский;108000;11,5898865061;1500;3;2;72;4,276666119;49;3,8918202981;10;2,302585093;1;1;1975;1;1
329;Ольшевского, 77;27,476815;53,923875;6063;Спортивная;1748;Фрунзенский;107000;11,5805841134;1646;3;1;65;4,1743872699;49;3,8918202981;7;1,9459101491;0;0;1975;1;1
330;Асаналиева, 5;27,549695;53,851267;5724;Институт Культуры;3914;Октябрьский;75000;11,2252433925;1006;4;2;74,52;4,3110675457;49,64;3,9047969603;7,2;1,974081026;1;0;1980;0;1
331;Городецкая, 20;27,684909;53,949312;9599;Уручье;454;Первомайский;205000;12,2307652581;2158;3;2;95;4,5538768916;50;3,9120230054;17;2,8332133441;1;1;1900;1;1
332;Лобанка, 22;27,43401;53,901393;8372;Каменная Горка;620;Фрунзенский;110000;11,6082356448;1393;3;0;79;4,3694478525;50;3,9120230054;11;2,3978952728;0;0;2007;1;1
333;Червякова,61/1;27,546542;53,930597;3303;Немига;2806;Центральный;152000;11,9316357998;1448;2;2;105;4,6539603502;50;3,9120230054;18;2,8903717579;0;1;2008;1;1
334;Червякова, 61/1;27,546542;53,930597;3303;Немига;2806;Центральный;152000;11,9316357998;1448;2;2;105;4,6539603502;50;3,9120230054;18;2,8903717579;0;1;2008;1;1
335;М.Горецкого, 7/2;27,454806;53,879461;7456;Кунцевщина;2950;Фрунзенский;90000;11,4075649493;1098;3;0;82;4,4067192473;51;3,9318256327;10;2,302585093;0;0;2008;1;1
336;Шаранговича, 80;27,425485;53,881467;9226;Каменная Горка;2900;Фрунзенский;93000;11,4403547721;1192;4;0;78;4,3567088267;51;3,9318256327;9;2,1972245773;0;0;1990;1;1
337;пр-т Независимости, 29;27,565388;53,904199;314;Октябрьская;312;Центральный;250000;12,4292161968;3125;3;2;80;4,3820266347;51;3,9318256327;10;2,302585093;0;1;1957;1;1
338;Одинцова, 7;27,457267;53,898231;6864;Кунцевщина;887;Фрунзенский;118000;11,6784399034;1490;3;1;79,2;4,3719762988;51,6;3,9435216725;10,5;2,3513752572;1;0;2004;1;0
339;Комсомольская, 26;27,554357;53,900273;540;Купаловская;485;Центральный;175000;12,0725412529;2244;3;2;78;4,3567088267;51,7;3,9454577815;14;2,6390573296;0;1;1900;1;1
340;пр-т Газ-ты Правда, 44;27,474533;53,862467;7232;Кунцевщина;5018;Московский;143000;11,8705999092;1723;3;2;83;4,4188406078;52;3,9512437186;13;2,5649493575;0;1;2004;0;1
341;Долгиновский тр-т, 50/5;27,547018;53,940303;4336;Площадь Якуба Коласа;3622;Центральный;140000;11,8493977016;1591;4;2;88;4,4773368145;52;3,9512437186;18;2,8903717579;0;1;1992;1;1
342;Лещинского, 7;27,452039;53,908771;7226;Кунцевщина;339;Фрунзенский;145000;11,8844890214;1762;4;1;82,3;4,4103711077;52,7;3,9646154555;7,1;1,960094784;0;0;1993;1;1
343;пр-т Независимости, 40;27,576177;53,908973;1196;Площадь Победы;68;Партизанский;147000;11,8981878658;2000;3;2;73,5;4,2972854062;52,9;3,9684033389;6,1;1,8082887712;0;1;1948;1;1
344;Космонавтов, 25;27,459109;53,851251;8802;Кунцевщина;6093;Московский;78000;11,2644641057;975;4;2;80;4,3820266347;53;3,9702919136;7;1,9459101491;1;0;1987;1;1
345;М.Танка, 16;27,535483;53,907716;1830;Фрунзенская;359;Центральный;135000;11,8130300574;1627;4;2;83;4,4188406078;53;3,9702919136;8,6;2,1517622033;1;1;1977;1;1
346;Слободская, 75;27,437801;53,852775;9814;Каменная Горка;5982;Московский;98000;11,4927227577;1250;4;2;78,4;4,3618239274;53,2;3,9740583963;7,1;1,960094784;0;0;1993;1;1
347;Могилевская, 8/2;27,544296;53,882704;2461;Институт Культуры;453;Октябрьский;98000;11,4927227577;1279;4;2;76,62;4,3388581393;53,67;3,9828541862;7,12;1,9629077254;0;1;1985;1;1
348;Олешева, 1;27,608193;53,944686;5604;Московская;2234;Советский;138000;11,8350089641;1426;3;2;96,8;4,5726469943;54;3,9889840466;13;2,5649493575;0;0;2010;0;1
349;М.Горецкого, 23;27,448904;53,883081;7699;Кунцевщина;2572;Фрунзенский;87000;11,3736633976;1115;4;0;78;4,3567088267;54;3,9889840466;7;1,9459101491;0;0;1996;1;1
350;Чайлытко, 16;27,436426;53,88782;8370;Каменная Горка;2088;Фрунзенский;95000;11,4616321706;1218;4;0;78;4,3567088267;54;3,9889840466;7,2;1,974081026;0;0;1995;1;1
351;Логойский т-т, 37/1;27,621174;53,957964;7304;Восток;3251;Советский;87000;11,3736633976;1145;4;2;76;4,3307333403;54;3,9889840466;7,2;1,974081026;1;0;1980;1;1
352;пр-т Победителей, 75-1;27,50769;53,931467;4806;Пушкинская;2542;Центральный;130000;11,7752897294;1512;4;2;86;4,4543472963;54,6;4,0000338828;7,3;1,9878743482;0;0;1986;1;1
353;пр-т Победителей, 3;27,551015;53,906416;847;Немига;210;Центральный;160000;11,9829290942;2078;3;2;77;4,3438054219;55;4,0073331852;7;1,9459101491;0;1;1969;1;0
354;Ваньковича, 55;27,642635;53,921552;5704;Московская;1230;Партизанский;170000;12,043553716;1700;3;2;100;4,605170186;55,5;4,0163830208;15,2;2,7212954279;0;0;2008;0;1
355;Слободская, 75;27,437801;53,852775;9814;Каменная Горка;5982;Московский;79000;11,2772031314;986;4;2;80,1;4,3832758541;55,8;4,0217738694;7,2;1,974081026;1;0;1993;1;1
356;Березогорская, 8;27,903038;53,873707;22569;Могилёвская;15067;Октябрьский;67000;11,1124478984;870;3;2;77;4,3438054219;56;4,0253516907;10;2,302585093;0;0;2009;0;1
357;Пулихова, 45;27,584397;53,894846;1690;Пролетарская;522;Партизанский;168000;12,0317192584;1627;3;2;110;4,7004803658;56;4,0253516907;17;2,8332133441;0;0;2009;0;1
358;Полевая, 10;27,566386;53,874238;3130;Институт Культуры;2152;Ленинский;131000;11,7829526022;1294;3;2;101,2;4,6170987569;57;4,0430512678;11,2;2,4159137783;0;1;2008;0;1
359;Берута, 11а;27,507025;53,90179;3591;Пушкинская;1063;Фрунзенский;131000;11,7829526022;926;4;0;141,5;4,9522997171;57,4;4,0500443033;17,2;2,8449093838;1;0;2008;0;1
360;Старовиленский тр-т, 10;27,54965;53,92257;2393;Немига;1893;Центральный;290000;12,577636202;2413;3;2;120,2;4,7891570221;57,6;4,0535225677;13,4;2,595254707;0;0;2007;0;0
361;Сурганова, 88;27,57836;53,931944;3469;Академия наук;1739;Советский;199000;12,2010601037;2008;3;2;99,1;4,5961294413;59;4,0775374439;17;2,8332133441;0;1;2003;0;0
362;Кирова, 3;27,551402;53,892686;1267;Площадь Ленина;235;Октябрьский;265000;12,487485105;2944;4;2;90;4,4998096703;60;4,0943445622;12;2,4849066498;0;1;1957;1;0
363;пер. Червякова, 64;27,538026;53,93858;4326;Молодёжная;3685;Центральный;125000;11,7360690163;1359;4;2;92;4,521788577;60;4,0943445622;10;2,302585093;1;0;2008;0;1
364;Восточная, 133;27,598653;53,941082;4939;Парк Челюскинцев;2093;Советский;190000;12,1547793511;2028;3;2;93,7;4,5400981892;62;4,127134385;12;2,4849066498;0;1;2003;0;1
365;Подгорная;27,681172;53,953297;9648;Уручье;959;Первомайский;226000;12,3282902783;2108;3;2;107,2;4,6746962486;62,5;4,1351665567;20,6;3,0252910758;0;1;2001;0;1
366;пр-т Пушкина, 81;27,498518;53,921223;4651;Пушкинская;1313;Фрунзенский;199900;12,2055725205;1931;4;1;103,5;4,6395716127;63,5;4,1510399059;10,5;2,3513752572;0;1;1995;1;1
367;пр-т Победителей, 57;27,528611;53,920412;2967;Молодёжная;1577;Центральный;330000;12,7068479334;3134;3;2;105,3;4,6568134191;65,3;4,1789920363;11,2;2,4159137783;1;0;2004;1;1
368;Пионерская, 7;27,487504;53,938872;6342;Пушкинская;3333;Центральный;211000;12,2596134125;1702;3;2;124;4,8202815656;67;4,2046926194;14,7;2,6878474938;1;0;2008;0;1
369;Корш-Саблина, 9;27,59099;53,936015;4206;Академия наук;1633;Советский;171000;12,0494188355;1479;4;2;115,6;4,7501359562;68,3;4,2239097666;19,6;2,9755295662;0;1;2008;0;1
370;Пулихова, 7/2;27,57677;53,898873;1046;Первомайская;681;Партизанский;200000;12,2060726455;1887;4;2;106;4,6634390941;69;4,2341065046;8;2,0794415417;0;1;1980;1;1
371;Логойский тр-т, 10;27,608678;53,941373;5316;Московская;1921;Первомайский;405000;12,9116423461;2626;3;2;154,2;5,0382504611;70,8;4,2598590007;23,8;3,1696855807;0;1;1900;1;1
372;Брестская, 87;27,522494;53,851442;6210;Институт Культуры;4020;Октябрьский;158000;11,970350312;1254;3;2;126;4,836281907;71;4,262679877;30,6;3,421000009;1;1;2003;1;1
373;Скрипникова, 7;27,420733;53,889444;9351;Каменная Горка;2197;Фрунзенский;175500;12,0753943219;1350;4;0;130;4,8675344505;71;4,262679877;12;2,4849066498;1;0;2010;1;1
374;Калинина, 7/а;27,605759;53,926409;3930;Парк Челюскинцев;538;Первомайский;230000;12,3458345879;1983;3;2;116;4,7535901911;71;4,262679877;12;2,4849066498;0;1;2009;0;1
375;Воронянского, 21;27,551096;53,878102;2777;Институт Культуры;1130;Октябрьский;195000;12,1807548375;1726;4;2;113;4,7273878187;72;4,276666119;10;2,302585093;0;0;2000;1;1
376;Корш-Саблина, 11;27,59073;53,935596;4157;Академия наук;1595;Советский;177600;12,0872891095;1370;4;2;129,6;4,8644527839;74,5;4,3107991254;14,6;2,6810215287;1;1;2009;0;1
377;Л.Беды, 40;27,596452;53,939693;4734;Академия наук;1962;Советский;150000;11,9183905731;1181;3;2;127;4,8441870865;80;4,3820266347;16;2,7725887222;0;1;2007;0;1
378;пер. Луговой, 119;27,5697;53,882147;2295;Первомайская;1296;Ленинский;100000;11,512925465;1136;3;2;88;4,4773368145;81;4,3944491547;6;1,7917594692;0;1;1995;1;1
379;Славинского, 8;27,629483;53,941617;6220;Московская;1510;Первомайский;390000;12,8739020181;2151;4;2;181,3;5,2001531178;86,5;4,4601444139;26,4;3,2733640102;0;1;1999;1;1
380;Стариновская, 25;27,697692;53,946684;10166;Уручье;667;Первомайский;270000;12,506177238;1996;3;2;135,3;4,9074945352;88;4,4773368145;20,2;3,0056826044;1;1;2005;1;1
381;Пионерская, 9;27,48587;53,938702;6413;Пушкинская;3337;Центральный;276000;12,5281561447;2000;4;2;138;4,9272536852;88,6;4,4841318576;14,2;2,6532419646;0;0;2008;0;1
382;пр-т Рокоссовского, 80;27,603737;53,862982;5156;Партизанская;2183;Ленинский;160000;11,9829290942;1584;3;2;100;4,605170186;95;4,5538768916;6;1,7917594692;0;0;2007;0;1
383;Можайская, 51;27,554914;53,906077;621;Немига;71;Советский;399000;12,8967166959;1975;4;2;202;5,3082676974;100;4,605170186;16;2,7725887222;1;1;2004;1;1
384;Партизанский пр-т, 19/а;27,592922;53,88411;2865;Пролетарская;802;Ленинский;225900;12,3278477025;1500;4;2;150,6;5,0146273154;102,1;4,6259527252;12,2;2,5014359517;1;0;2008;0;1
385;пер. Калининградский, 6;27,597889;53,92599;3536;Академия наук;439;Первомайский;225000;12,3238556812;1500;4;2;150;5,0106352941;110;4,7004803658;20;2,9957322736;0;1;2003;0;1
386;Логойский тр-т, 10;27,608678;53,941373;5316;Московская;1921;Советский;353000;12,7742233359;1801;4;2;196;5,2781146592;117;4,7621739348;22;3,0910424534;0;1;1997;1;1
387;Тимошенко, 24/1;27,462325;53,899615;6524;Кунцевщина;886;Фрунзенский;59500;10,9937315915;1266;2;0;47;3,8501476017;28,07;3,3347013904;7,2;1,974081026;1;0;1981;1;1
